taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence
Letheobia_kibarae,108.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia kibarae,99.0
Letheobia_largeni,9.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia largeni,99.0
Letheobia_leucosticta,5.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia leucosticta,99.0
Letheobia_lumbriciformis,58.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia lumbriciformis,99.0
Letheobia_newtoni,39.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia newtoni,99.0
Letheobia_pallida,8.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia pallida,99.0
Letheobia_pauwelsi,15.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia pauwelsi,99.0
Letheobia_pembana,1.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia pembana,99.0
Letheobia_praeocularis,21.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia praeocularis,99.0
Letheobia_rufescens,83.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia rufescens,99.0
Letheobia_simonii,5.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia simoni,96.0
Letheobia_somalica,128.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia somalica,99.0
Letheobia_stejnegeri,69.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia stejnegeri,99.0
Letheobia_sudanensis,104.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia sudanensis,99.0
Letheobia_swahilica,2.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia swahilica,99.0
Letheobia_toritensis,9.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia toritensis,99.0
Letheobia_uluguruensis,6.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia uluguruensis,99.0
Letheobia_wittei,15.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Letheobia,Letheobia wittei,99.0
Lialis_burtonis,22.758,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Pygopodidae,Lialis,Lialis burtonis,99.0
Lialis_jicari,24.226,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Pygopodidae,Lialis,Lialis jicari,99.0
Liasis_fuscus,10123.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pythonidae,Liasis,Liasis fuscus,99.0
Liasis_mackloti,6242.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pythonidae,Liasis,Liasis mackloti,99.0
Liasis_olivaceus,21710.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pythonidae,Liasis,Liasis olivaceus,97.0
Liasis_papuana,25816.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Pythonidae,Apodora,Apodora papuana,96.0
Liburnascincus_artemis,3.667,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liburnascincus,Liburnascincus artemis,99.0
Liburnascincus_coensis,6.649,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liburnascincus,Liburnascincus coensis,99.0
Liburnascincus_mundivensis,4.137,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liburnascincus,Liburnascincus mundivensis,99.0
Liburnascincus_scirtetis,6.805,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Scincidae,Liburnascincus,Liburnascincus scirtetis,99.0
Lichanura_orcutti,323.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Boidae,Lichanura,Lichanura orcutti,99.0
Lichanura_trivirgata,664.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Boidae,Lichanura,Lichanura trivirgata,99.0
Limnophis_bangweolicus,35.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Limnophis,Limnophis bangweolicus,99.0
Limnophis_bicolor,40.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Limnophis,Limnophis bicolor,99.0
Limosina_spec,0.000126,rdataretriever-predator-prey-body-ratio,1.0,Animalia,,,,,,,92.0
Liodytes_alleni,89.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liodytes,Liodytes alleni,99.0
Liodytes_pygaea,40.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liodytes,Liodytes pygaea,99.0
Liodytes_rigida,134.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Liodytes,Liodytes rigida,99.0
Lioheterophis_iheringi,12.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Lioheterophis,Lioheterophis iheringi,99.0
Liolaemus_abaucan,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus abaucan,99.0
Liolaemus_abdalai,3.882,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus abdalai,99.0
Liolaemus_absconditus,6.17,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus absconditus,99.0
Liolaemus_acostai,14.428,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus acostai,99.0
Liolaemus_albiceps,27.088,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus albiceps,99.0
Liolaemus_alticolor,5.209,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus alticolor,99.0
Liolaemus_andinus,24.499,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus andinus,99.0
Liolaemus_annectens,20.566,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus annectens,99.0
Liolaemus_anomalus,27.99,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus anomalus,99.0
Liolaemus_antumalguen,41.402,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus antumalguen,99.0
Liolaemus_aparicioi,6.236,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus aparicioi,99.0
Liolaemus_arambarensis,6.744,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus arambarensis,99.0
Liolaemus_araucaniensis,7.063,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus araucaniensis,99.0
Liolaemus_archeforus,25.343,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus archeforus,99.0
Liolaemus_atacamensis,14.604,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus atacamensis,99.0
Liolaemus_audituvelatus,6.744,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus audituvelatus,99.0
Liolaemus_austromendocinus,37.047,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus austromendocinus,99.0
Liolaemus_avilai,7.207,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus avilai,99.0
Liolaemus_azarai,4.951,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus azarai,99.0
Liolaemus_baguali,33.836,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus baguali,99.0
Liolaemus_bellii,27.088,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus bellii,98.0
Liolaemus_bibronii,10.871,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus bibronii,99.0
Liolaemus_bitaeniatus,7.465,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus bitaeniatus,99.0
Liolaemus_boulengeri,15.199,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus boulengeri,97.0
Liolaemus_buergeri,45.328,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus buergeri,99.0
Liolaemus_burmeisteri,19.979,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus burmeisteri,99.0
Liolaemus_calchaqui,6.744,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus calchaqui,99.0
Liolaemus_calliston,7.098,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus calliston,99.0
Liolaemus_camarones,40.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus fitzingerii,98.0
Liolaemus_canqueli,32.81,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus canqueli,99.0
Liolaemus_caparensis,6.402,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus caparensis,99.0
Liolaemus_capillitas,26.205,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus capillitas,99.0
Liolaemus_carlosgarini,13.628,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus carlosgarini,99.0
Liolaemus_casamiquelai,39.528,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus casamiquelai,99.0
Liolaemus_cazianiae,14.196,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus cazianiae,99.0
Liolaemus_ceii,23.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus kriegi,98.0
Liolaemus_chacabucoense,7.844,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chacabucoense,99.0
Liolaemus_chacoensis,5.151,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chacoensis,99.0
Liolaemus_chaltin,6.302,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chaltin,99.0
Liolaemus_chavin,9.274,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chavin,99.0
Liolaemus_chehuachekenk,36.607,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chehuachekenk,99.0
Liolaemus_chiliensis,39.298,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chiliensis,99.0
Liolaemus_chillanensis,22.87,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chillanensis,99.0
Liolaemus_chlorostictus,19.834,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chlorostictus,99.0
Liolaemus_choique,24.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus choique,99.0
Liolaemus_chungara,5.327,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus chungara,99.0
Liolaemus_cinereus,7.844,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus cinereus,99.0
Liolaemus_coeruleus,10.871,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus coeruleus,99.0
Liolaemus_confusus,8.683,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus confusus,99.0
Liolaemus_constanzae,14.428,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus constanzae,99.0
Liolaemus_crandalli,26.556,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus crandalli,99.0
Liolaemus_cranwelli,5.911,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus cranwelli,99.0
Liolaemus_crepuscularis,8.276,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus crepuscularis,99.0
Liolaemus_cristiani,15.32,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus cristiani,99.0
Liolaemus_curicensis,10.397,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus curicensis,99.0
Liolaemus_curis,36.389,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus curis,99.0
Liolaemus_cuyanus,37.379,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus cuyanus,99.0
Liolaemus_cuyumhue,7.354,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus cuyumhue,99.0
Liolaemus_cyaneinotatus,6.47,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus cyaneinotatus,99.0
Liolaemus_cyanogaster,11.359,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus cyanogaster,99.0
Liolaemus_darwinii,10.397,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus darwinii,99.0
Liolaemus_diaguita,3.764,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus diaguita,99.0
Liolaemus_dicktracyi,25.343,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus dicktracyi,99.0
Liolaemus_disjunctus,25.343,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus disjunctus,99.0
Liolaemus_ditadai,27.99,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus ditadai,99.0
Liolaemus_donosobarrosi,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus donosobarrosi,99.0
Liolaemus_dorbignyi,34.885,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus dorbignyi,99.0
Liolaemus_duellmani,18.424,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus duellmani,99.0
Liolaemus_dumerili,17.018,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus dumerili,99.0
Liolaemus_eleodori,17.745,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus eleodori,99.0
Liolaemus_elongatus,27.718,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus elongatus,99.0
Liolaemus_erguetae,9.492,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus erguetae,99.0
Liolaemus_erroneus,9.188,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus erroneus,99.0
Liolaemus_escarchadosi,24.499,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus escarchadosi,99.0
Liolaemus_espinozai,7.767,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus espinozai,99.0
Liolaemus_etheridgei,10.871,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus etheridgei,99.0
Liolaemus_exploratorum,5.151,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus exploratorum,99.0
Liolaemus_fabiani,23.92,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus fabiani,99.0
Liolaemus_famatinae,6.072,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus famatinae,99.0
Liolaemus_fittkaui,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus fittkaui,99.0
Liolaemus_fitzgeraldi,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus fitzgeraldi,99.0
Liolaemus_fitzingerii,44.075,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus fitzingerii,99.0
Liolaemus_flavipiceus,28.727,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus flavipiceus,99.0
Liolaemus_forsteri,35.955,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus forsteri,99.0
Liolaemus_foxi,18.355,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus foxi,99.0
Liolaemus_frassinettii,24.583,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus frassinettii,99.0
Liolaemus_fuscus,4.728,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus fuscus,99.0
Liolaemus_gallardoi,25.343,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus gallardoi,99.0
Liolaemus_gardeli,3.835,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus gardeli,99.0
Liolaemus_goetschi,13.075,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus goetschi,99.0
Liolaemus_gracielae,14.545,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus gracielae,99.0
Liolaemus_gracilis,6.137,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus gracilis,99.0
Liolaemus_gravenhorstii,10.397,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus gravenhorstii,99.0
Liolaemus_griseus,10.871,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus griseus,99.0
Liolaemus_grosseorum,5.447,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus grosseorum,99.0
Liolaemus_gununakuna,30.335,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus gununakuna,99.0
Liolaemus_hajeki,11.862,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus hajeki,99.0
Liolaemus_halonastes,11.76,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus halonastes,99.0
Liolaemus_hatcheri,12.38,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus hatcheri,99.0
Liolaemus_heliodermis,19.12,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus heliodermis,99.0
Liolaemus_hellmichi,6.71,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus hellmichi,99.0
Liolaemus_hermannunezi,11.559,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus hermannunezi,99.0
Liolaemus_huacahuasicus,14.024,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus huacahuasicus,99.0
Liolaemus_huayra,27.357,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus huayra,99.0
Liolaemus_igneus,15.199,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus igneus,99.0
Liolaemus_inacayali,13.628,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus inacayali,99.0
Liolaemus_incaicus,6.007,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus incaicus,99.0
Liolaemus_insolitus,8.642,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus insolitus,99.0
Liolaemus_inti,24.002,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus inti,99.0
Liolaemus_irregularis,23.675,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus irregularis,99.0
Liolaemus_isabelae,20.566,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus isabelae,99.0
Liolaemus_islugensis,11.016,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus islugensis,99.0
Liolaemus_jamesi,32.304,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus jamesi,99.0
Liolaemus_janequeoae,10.68,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus janequeoae,99.0
Liolaemus_josei,12.432,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus josei,99.0
Liolaemus_juanortizi,27.447,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus juanortizi,99.0
Liolaemus_kingii,32.81,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus kingii,99.0
Liolaemus_kolengh,7.615,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus kolengh,99.0
Liolaemus_koslowskyi,17.745,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus koslowskyi,99.0
Liolaemus_kriegi,50.58,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus kriegi,99.0
Liolaemus_kuhlmanni,21.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus kuhlmanni,99.0
Liolaemus_laurenti,12.38,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus laurenti,99.0
Liolaemus_lavillai,8.437,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus lavillai,99.0
Liolaemus_leftrarui,17.612,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus leftrarui,99.0
Liolaemus_lemniscatus,5.447,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus lemniscatus,99.0
Liolaemus_lentus,10.775,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus lentus,99.0
Liolaemus_leopardinus,31.015,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus leopardinus,99.0
Liolaemus_lineomaculatus,9.938,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus lineomaculatus,99.0
Liolaemus_loboi,12.223,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus loboi,99.0
Liolaemus_lonquimayensis,10.727,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus lonquimayensis,99.0
Liolaemus_lopezi,9.274,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus lopezi,99.0
Liolaemus_lorenzmuelleri,40.458,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus lorenzmuelleri,99.0
Liolaemus_lutzae,22.87,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus lutzae,99.0
Liolaemus_magellanicus,11.359,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus magellanicus,97.0
Liolaemus_maldonadae,20.271,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus maldonadae,99.0
Liolaemus_manueli,6.991,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus audituvelatus,98.0
Liolaemus_mapuche,19.262,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus mapuche,99.0
Liolaemus_martorii,14.312,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus martorii,99.0
Liolaemus_melaniceps,36.717,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus melaniceps,99.0
Liolaemus_melanogaster,24.499,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus melanogaster,99.0
Liolaemus_melanopleurus,11.31,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus melanopleurus,99.0
Liolaemus_melanops,31.804,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus melanops,97.0
Liolaemus_millcayac,15.442,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus millcayac,99.0
Liolaemus_molinai,11.211,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus molinai,99.0
Liolaemus_montanezi,8.236,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus montanezi,99.0
Liolaemus_montanus,13.461,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus montanus,99.0
Liolaemus_monticola,22.87,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus monticola,99.0
Liolaemus_moradoensis,6.744,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus moradoensis,99.0
Liolaemus_morandae,7.502,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Liolaemidae,Liolaemus,Liolaemus morandae,99.0
