taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence
Acanthurus_leucosternon,1632.4,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Acanthuridae,Acanthurus,Acanthurus leucosternon,99.0
Acanthurus_lineatus,1360.3,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Acanthuridae,Acanthurus,Acanthurus lineatus,99.0
Acanthurus_nigricans,620.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Acanthuridae,Acanthurus,Acanthurus nigricans,99.0
Acanthurus_nigricauda,2736.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Acanthuridae,Acanthurus,Acanthurus nigricauda,99.0
Acantopsis_choirorhynchos,47.6,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cobitidae,Acantopsis,Acantopsis dialuzona,98.0
Acarichthys_heckelii,276.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Acarichthys,Acarichthys heckelii,99.0
Acaronia_nassa,189.899993896484,fishbase,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Acaronia,Acaronia nassa,99.0
Acentrogobius_caninus,54.8,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Acentrogobius,Acentrogobius caninus,99.0
Acentrogobius_chlorostigmatoides,11.4,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Acentrogobius,Acentrogobius chlorostigmatoides,99.0
Acentrogobius_cyanomos,9.39999961853027,fishbase,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Acentrogobius,Acentrogobius cyanomos,99.0
Acentrogobius_moloanus,5.90000009536743,fishbase,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Acentrogobius,Acentrogobius moloanus,99.0
Acentrogobius_pflaumii,27.8,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Acentrogobius,Acentrogobius pflaumii,99.0
Acestrocephalus_sardina,118.771845613962,fishbase,1.0,Animalia,Chordata,,Characiformes,Characidae,Acestrocephalus,Acestrocephalus sardina,99.0
Acestrorhynchus_abbreviatus,249.118440824026,fishbase,1.0,Animalia,Chordata,,Characiformes,Acestrorhynchidae,Acestrorhynchus,Acestrorhynchus abbreviatus,99.0
Acestrorhynchus_britskii,82.0,fishbase,1.0,Animalia,Chordata,,Characiformes,Acestrorhynchidae,Acestrorhynchus,Acestrorhynchus britskii,99.0
Acestrorhynchus_heterolepis,463.3,Cella-Ribeiro_etal_2015,,Animalia,Chordata,,Characiformes,Acestrorhynchidae,Acestrorhynchus,Acestrorhynchus heterolepis,99.0
Acestrorhynchus_lacustris,190.928054187201,fishbase,1.0,Animalia,Chordata,,Characiformes,Acestrorhynchidae,Acestrorhynchus,Acestrorhynchus lacustris,99.0
Acestrorhynchus_minimus,1.93187253402674,fishbase; Froese_2014,,Animalia,Chordata,,Characiformes,Acestrorhynchidae,Acestrorhynchus,Acestrorhynchus minimus,99.0
Acestrorhynchus_pantaneiro,396.0,fishbase,1.0,Animalia,Chordata,,Characiformes,Acestrorhynchidae,Acestrorhynchus,Acestrorhynchus pantaneiro,99.0
Acheilognathus_barbatulus,24.3500003814697,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus barbatulus,99.0
Acheilognathus_barbatus,8.0,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus barbatus,99.0
Acheilognathus_gracilis,5.80000019073486,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus gracilis,99.0
Acheilognathus_intermedia,24.3,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus intermedia,99.0
Acheilognathus_koreensis,7.9,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Tanakia,Tanakia koreensis,98.0
Acheilognathus_macropterus,362.2,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus macropterus,99.0
Acheilognathus_meridianus,23.1,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus meridianus,99.0
Acheilognathus_omeiensis,4.1,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus omeiensis,99.0
Acheilognathus_rhombeus,30.9,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus rhombeus,99.0
Acheilognathus_signifer,6.4,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Tanakia,Tanakia signifer,98.0
Acheilognathus_somjinensis,4.3,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Tanakia,Tanakia somjinensis,98.0
Acheilognathus_tonkinensis,22.5,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus tonkinensis,99.0
Acheilognathus_typus,5.6,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus typus,99.0
Acheilognathus_yamatsutae,49.6,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus yamatsutae,99.0
Achirus_declivis,30.7,Viana_2016,,Animalia,Chordata,,Pleuronectiformes,Achiridae,Achirus,Achirus declivis,99.0
Achirus_lineatus,3.1,Viana_2016,,Animalia,Chordata,,Pleuronectiformes,Achiridae,Achirus,Achirus lineatus,99.0
Acipenser_baerii,195030.2,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser baerii,99.0
Acipenser_brevirostrum,24007.7,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser brevirostrum,99.0
Acipenser_dabryanus,12247.4487139159,fishbase,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser dabryanus,99.0
Acipenser_fulvescens,409864.5,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser fulvescens,99.0
Acipenser_gueldenstaedtii,79286.4,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser gueldenstaedtii,99.0
Acipenser_medirostris,116720.2,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser medirostris,99.0
Acipenser_naccarii,25000.0,fishbase,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser naccarii,99.0
Acipenser_nudiventris,145014.4,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser nudiventris,99.0
Acipenser_oxyrinchus,333362.0,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser oxyrinchus,99.0
Acipenser_persicus,69999.9999999999,fishbase,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser persicus,99.0
Acipenser_ruthenus,19461.0,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser ruthenus,99.0
Acipenser_schrenckii,419746.5,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser schrenckii,99.0
Acipenser_sinensis,600000.0,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sinensis,99.0
Acipenser_stellatus,34476.4,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser stellatus,99.0
Acipenser_sturio,1094864.3,Cai_etal_2025,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sturio,99.0
Acipenser_transmontanus,32070.2354216492,Brown_etal_2018,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus,99.0
Acipsnser_fulvescens,9000.0,Brown_etal_2018,1.0,Animalia,Chordata,,Acipenseriformes,Acipenseridae,Acipenser,Acipenser fulvescens,85.0
Acreichthys_tomentosus,72.1,Cai_etal_2025,1.0,Animalia,Chordata,,Tetraodontiformes,Monacanthidae,Acreichthys,Acreichthys tomentosus,99.0
Acropoma_japonicum,126.7,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Acropomatidae,Acropoma,Acropoma japonicum,99.0
Acrossocheilus_beijiangensis,24.9,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus beijiangensis,99.0
Acrossocheilus_clivosius,84.9000015258789,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus clivosius,99.0
Acrossocheilus_fasciatus,79.2,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus fasciatus,99.0
Acrossocheilus_jishouensis,54.4,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus jishouensis,99.0
Acrossocheilus_kreyenbergii,50.5,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus kreyenbergii,99.0
Acrossocheilus_monticola,50.3,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus monticola,99.0
Acrossocheilus_paradoxus,111.0,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus paradoxus,99.0
Acrossocheilus_parallens,107.0,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus parallens,99.0
Acrossocheilus_spinifer,39.9,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus spinifer,99.0
Acrossocheilus_stenotaeniatus,8.1,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus longipinnis,98.0
Acrossocheilus_wenchowensis,44.3,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus wenchowensis,99.0
Acrossocheilus_wuyiensis,44.9,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus wuyiensis,99.0
Acrossocheilus_yunnanensis,347.3,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus yunnanensis,99.0
Adinia_xenica,0.64,Greeley_1984,,Animalia,Chordata,,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus xenicus,98.0
Adontosternarchus_devenanzii,27.2231240630312,fishbase; Froese_2014,,Animalia,Chordata,,Gymnotiformes,Apteronotidae,Adontosternarchus,Adontosternarchus devenanzii,99.0
Aeoliscus_strigatus,12.5,Cai_etal_2025,1.0,Animalia,Chordata,,Syngnathiformes,Centriscidae,Aeoliscus,Aeoliscus strigatus,99.0
Aequidens_diadema,44.0158183220857,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Cichlidae,Aequidens,Aequidens diadema,99.0
Aequidens_metae,52.7,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Aequidens,Aequidens metae,99.0
Aequidens_tetramerus,157.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Aequidens,Aequidens tetramerus,99.0
Aesopia_cornuta,197.5,Cai_etal_2025,1.0,Animalia,Chordata,,Pleuronectiformes,Soleidae,Aesopia,Aesopia cornuta,99.0
Aethaloperca_rogaa,6458.4,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Serranidae,Aethaloperca,Aethaloperca rogaa,99.0
Aethotaxis_mitopteryx,563.599975585938,fishbase,1.0,Animalia,Chordata,,Perciformes,Nototheniidae,Aethotaxis,Aethotaxis mitopteryx,99.0
Aethotaxis_mitopteryx_mitopteryx,586.8,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Nototheniidae,Aethotaxis,Aethotaxis mitopteryx,98.0
Ageneiosus_brevifilis,3160.63499505013,fishbase; Froese_2014,,Animalia,Chordata,,Siluriformes,Auchenipteridae,Ageneiosus,Ageneiosus inermis,98.0
Ageneiosus_inermis,3160.63499505013,fishbase; Froese_2014,,Animalia,Chordata,,Siluriformes,Auchenipteridae,Ageneiosus,Ageneiosus inermis,99.0
Ageneiosus_pardalis,1034.0,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Auchenipteridae,Ageneiosus,Ageneiosus pardalis,99.0
Ageneiosus_polystictus,826.0,fishbase,1.0,Animalia,Chordata,,Siluriformes,Auchenipteridae,Ageneiosus,Ageneiosus polystictus,99.0
Ageneiosus_ucayalensis,260.0,fishbase,1.0,Animalia,Chordata,,Siluriformes,Auchenipteridae,Ageneiosus,Ageneiosus ucayalensis,99.0
Agkistrodon_piscivorous,212.5,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,,,,Agkistrodon,Agkistrodon piscivorous,99.0
Agonostomus_monticola,112.0,Cruz_1987,,Animalia,Chordata,,Mugiliformes,Mugilidae,Dajaus,Dajaus monticola,98.0
Agonus_cataphractus,1.307879651,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Chordata,,Scorpaeniformes,Agonidae,Agonus,Agonus cataphractus,99.0
Ailia_coila,15.0,fishbase,1.0,Animalia,Chordata,,Siluriformes,Schilbeidae,Ailia,Ailia coila,99.0
Akarotaxis_nudiceps,9.3,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Bathydraconidae,Akarotaxis,Akarotaxis nudiceps,99.0
Akrokolioplax_bicornis,35.0,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Akrokolioplax,Akrokolioplax bicornis,99.0
Albatrossia_pectoralis,36000.0,fishbase,1.0,Animalia,Chordata,,Gadiformes,Macrouridae,Albatrossia,Albatrossia pectoralis,99.0
Albula_vulpes,3000.0,Quaardvark,1.0,Animalia,Chordata,,Albuliformes,Albulidae,Albula,Albula vulpes,99.0
Alburnoides_bipunctatus,19.5690649235815,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnoides,Alburnoides bipunctatus,99.0
Alburnoides_holciki,19.7999992370605,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnoides,Alburnoides holciki,99.0
Alburnoides_manyasensis,22.920000076294,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnoides,Alburnoides manyasensis,99.0
Alburnoides_tabarestanensis,23.3400001525879,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnoides,Alburnoides tabarestanensis,99.0
Alburnoides_velioglui,17.4899997711182,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnoides,Alburnoides velioglui,99.0
Alburnus_alburnus,1.0,Hirt_etal_2017,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus alburnus,99.0
Alburnus_attalus,86.5699996948242,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus attalus,99.0
Alburnus_chalcoides,840.5,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus chalcoides,99.0
Alburnus_escherichii,30.9300003051758,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus escherichii,99.0
Alburnus_filippii,71.5,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus filippii,99.0
Alburnus_istanbulensis,58.8,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus istanbulensis,99.0
Alburnus_kotschyi,50.2700004577637,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus kotschyi,99.0
Alburnus_mossulensis,97.5999984741211,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus mossulensis,99.0
Alburnus_sellal,155.399993896484,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus sellal,99.0
Alburnus_tarichi,84.3,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus tarichi,99.0
Alburnus_timarensis,44.2299995422363,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus timarensis,99.0
Alburnus_vistonicus,345.100006103516,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus vistonicus,99.0
Alburnus_zagrosensis,23.0400009155273,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Alburnus,Alburnus zagrosensis,99.0
Aldrichetta_forsteri,950.0,Cai_etal_2025,1.0,Animalia,Chordata,,Mugiliformes,Mugilidae,Aldrichetta,Aldrichetta forsteri,99.0
Aldrovandia_affinis,1046.8,Cai_etal_2025,1.0,Animalia,Chordata,,Notacanthiformes,Halosauridae,Aldrovandia,Aldrovandia affinis,99.0
Alectis_alexandrina,2400.0,Pan_2015,,Animalia,Chordata,,Perciformes,Carangidae,Alectis,Alectis alexandrina,99.0
Alectis_ciliaris,43009.1,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Carangidae,Alectis,Alectis ciliaris,99.0
Alectis_indica,29690.8,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Carangidae,Alectis,Alectis indica,97.0
Alepes_djedaba,947.5,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Carangidae,Alepes,Alepes djedaba,99.0
Alepes_kleinii,47.1,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Carangidae,Alepes,Alepes kleinii,99.0
Alepisaurus_ferox,2940.0,Varghese_2014,,Animalia,Chordata,,Aulopiformes,Alepisauridae,Alepisaurus,Alepisaurus ferox,99.0
Alepocephalus_australis,4316.2,Cai_etal_2025,1.0,Animalia,Chordata,,Osmeriformes,Alepocephalidae,Alepocephalus,Alepocephalus australis,99.0
Alepocephalus_bairdii,7723.3,Cai_etal_2025,1.0,Animalia,Chordata,,Osmeriformes,Alepocephalidae,Alepocephalus,Alepocephalus bairdii,99.0
Alepocephalus_bicolor,160.5,Cai_etal_2025,1.0,Animalia,Chordata,,Osmeriformes,Alepocephalidae,Alepocephalus,Alepocephalus bicolor,99.0
Alepocephalus_productus,484.3,Cai_etal_2025,1.0,Animalia,Chordata,,Osmeriformes,Alepocephalidae,Alepocephalus,Alepocephalus productus,99.0
Alepocephalus_tenebrosus,1720.0,Cai_etal_2025,1.0,Animalia,Chordata,,Osmeriformes,Alepocephalidae,Alepocephalus,Alepocephalus tenebrosus,99.0
Alepocephalus_umbriceps,1906.5,Cai_etal_2025,1.0,Animalia,Chordata,,Osmeriformes,Alepocephalidae,Alepocephalus,Alepocephalus umbriceps,99.0
Alestes_baremoze,260.745395495957,fishbase,1.0,Animalia,Chordata,,Characiformes,Alestidae,Alestes,Alestes baremoze,99.0
Alfaro_cultratus,5.51217674136012,fishbase; Froese_2014,,Animalia,Chordata,,Cyprinodontiformes,Poeciliidae,Alfaro,Alfaro cultratus,99.0
Alloblennius_jugularis,0.769999980926514,fishbase,1.0,Animalia,Chordata,,Perciformes,Blenniidae,Alloblennius,Alloblennius jugularis,99.0
Alloblennius_pictus,0.230000004172325,fishbase,1.0,Animalia,Chordata,,Perciformes,Blenniidae,Alloblennius,Alloblennius pictus,99.0
Allocyttus_niger,2260.2,Cai_etal_2025,1.0,Animalia,Chordata,,Zeiformes,Oreosomatidae,Allocyttus,Allocyttus niger,99.0
Allocyttus_verrucosus,1100.0,AnAge,1.0,Animalia,Chordata,,Zeiformes,Oreosomatidae,Allocyttus,Allocyttus verrucosus,99.0
Alosa_aestivalis,400.0,Quaardvark,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa aestivalis,99.0
Alosa_agone,825.0,AnAge,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa agone,99.0
Alosa_alosa,1779.6,Cai_etal_2025,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa alosa,99.0
Alosa_braschnikowi,400.0,Fazli_2021,,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa braschnikowi,99.0
Alosa_caspia,50.0,Fazli_2021,,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa caspia,99.0
Alosa_chrysochloris,453.0,Quaardvark,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa chrysochloris,99.0
Alosa_fallax,1006.10961665662,fishbase,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa fallax,99.0
Alosa_finita,29.7,Hirt_etal_2017,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa agone,94.0
Alosa_immaculata,388.6540809369,fishbase,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa immaculata,99.0
Alosa_macedonica,330.0,AnAge,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa macedonica,99.0
Alosa_mediocris,2397.6,Cai_etal_2025,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa mediocris,99.0
Alosa_pseudoharengus,270.0,Hirt_etal_2017,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa pseudoharengus,99.0
Alosa_sapidissima,807.5,fishbase; Froese_2014,,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa sapidissima,99.0
Alosa_tanaica,250.664795523755,fishbase,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Alosa,Alosa tanaica,99.0
Alphestes_afer,159.7,Mahe_2023,,Animalia,Chordata,,Perciformes,Serranidae,Alphestes,Alphestes afer,99.0
Aluterus_monoceros,6102.5,Cai_etal_2025,1.0,Animalia,Chordata,,Tetraodontiformes,Monacanthidae,Aluterus,Aluterus monoceros,99.0
Aluterus_scriptus,4154.2,Cai_etal_2025,1.0,Animalia,Chordata,,Tetraodontiformes,Monacanthidae,Aluterus,Aluterus scriptus,99.0
Amanses_scopas,135.5,Cai_etal_2025,1.0,Animalia,Chordata,,Tetraodontiformes,Monacanthidae,Amanses,Amanses scopas,99.0
Amazonsprattus_scintilla,0.1,Cai_etal_2025,1.0,Animalia,Chordata,,Clupeiformes,Engraulidae,Amazonsprattus,Amazonsprattus scintilla,99.0
Ambassis_agassizii,1.84728688095469,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Chordata,,Perciformes,Ambassidae,Ambassis,Ambassis agassizii,99.0
Ambassis_ambassis,66.1800003051758,fishbase,1.0,Animalia,Chordata,,Perciformes,Ambassidae,Ambassis,Ambassis ambassis,99.0
Ambassis_gymnocephalus,64.4,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Ambassidae,Ambassis,Ambassis gymnocephalus,99.0
Ambastaia_sidthimunki,1.2,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cobitidae,Ambastaia,Ambastaia sidthimunki,99.0
Ambloplites_rupestris,2179.9,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Centrarchidae,Ambloplites,Ambloplites rupestris,99.0
Amblyceps_foratum,3.39000010490417,fishbase,1.0,Animalia,Chordata,,Siluriformes,Amblycipitidae,Amblyceps,Amblyceps foratum,99.0
Amblychaeturichthys_hexanema,37.4,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Amblychaeturichthys,Amblychaeturichthys hexanema,99.0
Amblychaeturichthys_sciistius,7.5,fishbase,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Amblychaeturichthys,Amblychaeturichthys sciistius,99.0
Amblycirrhitus_pinos,7.95168154251328,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Cirrhitidae,Amblycirrhitus,Amblycirrhitus pinos,99.0
Amblydoras_gonzalezi,10.3,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Doradidae,Amblydoras,Amblydoras gonzalezi,99.0
Amblygaster_clupeoides,247.0,fishbase,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Amblygaster,Amblygaster clupeoides,99.0
Amblyglyphidodon_curacao,46.6,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,99.0
Amblyotrypauchen_arctocephalus,37.6,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Amblyotrypauchen,Amblyotrypauchen arctocephalus,99.0
Amblypharyngodon_mola,117.9,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Amblypharyngodon,Amblypharyngodon mola,99.0
Ameiurus_catus,11547.1,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Ictaluridae,Ameiurus,Ameiurus catus,99.0
Ameiurus_melas,1430.0,Quaardvark,1.0,Animalia,Chordata,,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,99.0
Ameiurus_natalis,181.195934275683,fishbase; Froese_2014,,Animalia,Chordata,,Siluriformes,Ictaluridae,Ameiurus,Ameiurus natalis,99.0
Ameiurus_nebulosus,2153.7,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Ictaluridae,Ameiurus,Ameiurus nebulosus,99.0
Amia_calva,1072.53175369611,fishbase; Froese_2014,,Animalia,Chordata,,Amiiformes,Amiidae,Amia,Amia calva,99.0
Ammocrypta_beanii,2.7,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Percidae,Ammocrypta,Ammocrypta beanii,99.0
Ammocrypta_clara,1.5,Quaardvark,1.0,Animalia,Chordata,,Perciformes,Percidae,Ammocrypta,Ammocrypta clara,99.0
Ammodytes_dubius,31.2,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Ammodytidae,Ammodytes,Ammodytes dubius,99.0
Ammodytes_hexapterus,100.0,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Ammodytidae,Ammodytes,Ammodytes hexapterus,99.0
Ammodytes_marinus,8.03,Brown_etal_2018,1.0,Animalia,Chordata,,Perciformes,Ammodytidae,Ammodytes,Ammodytes marinus,99.0
Ammodytes_personatus,138.6,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Ammodytidae,Ammodytes,Ammodytes personatus,99.0
Ammodytes_tobianus,3.75,Brown_etal_2018,1.0,Animalia,Chordata,,Perciformes,Ammodytidae,Ammodytes,Ammodytes tobianus,99.0
Amniataba_percoides,40.5999984741211,fishbase,1.0,Animalia,Chordata,,Perciformes,Terapontidae,Amniataba,Amniataba percoides,99.0
Amphilophus_alfari,56.9433879469718,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Cichlidae,Cribroheros,Cribroheros alfari,98.0
Amphilophus_citrinellus,444.365289368672,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Cichlidae,Amphilophus,Amphilophus citrinellus,99.0
Amphilophus_labiatus,444.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Amphilophus,Amphilophus labiatus,99.0
Amphiprion_akallopisos,16.4,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Pomacentridae,Amphiprion,Amphiprion akallopisos,99.0
