mass_g,kingdom,phylum,class,order,family,genus,species
625.0,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella
2733.317,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus capucinus
2830.23143929962,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus kaapori
2642.5,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,Sapajus libidinosus
2642.5,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,Sapajus nigritus
2599.98,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus olivaceus
3050.0,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,Sapajus xanthosternos
227948.47562386,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,Cecropia obtusifolia
15.825,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis abyssinica
22.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis badia
26.55,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis cucullata
22.2,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis daurica
22.225,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis domicella
22.225,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis hyperythra
30.2,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis semirufa
44.05,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis senegalensis
85.6,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus castaneus
144.0,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus elegans
113.0,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus flavus
75.75,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus grammicus
76.9,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus loricatus
143.5,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus lugubris
113.5,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus obrieni
154.25,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus ochraceus
113.5,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus spectabilis
134.0,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus torquatus
64.5,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,Celeus undatus
1712.5,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Centrocercus minimus
2400.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Centrocercus urophasianus
23.0,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Centronycteris,Centronycteris centralis
5.0,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Centronycteris,Centronycteris maximiliani
23233.5969787364,Animalia,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,Centrophorus squamosus
296.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus andamanensis
210.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus anselli
148.9,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus bengalensis
146.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus bernsteini
160.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus superciliosus
285.5,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus cupreicaudus
511.25,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus goliath
125.5,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus grillii
314.75,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus leucogaster
219.75,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus melanops
519.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus menbeki
767.5,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus milo
204.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus monachus
373.5,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus phasianinus
238.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus rectunguis
170.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus senegalensis
296.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus sinensis
187.5,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus steerii
170.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus superciliosus
170.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus toulou
183.8,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus unirufus
500.0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus violaceus
140.5,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus viridis
1822.38671946204,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium fabricii
10100.0,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,Centroscymnus coelolepis
11333.6753602624,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,Centroscymnus crepidater
21.2177696407712,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Centurio,Centurio senex
0.326619044147765,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,Cepaea hortensis
9249.963,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus adersi
19193.21,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus brookei
18249.879,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus callipygus
20000.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus dorsalis
14500.067,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus natalensis
12699.891,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus leucogaster
9000.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,Philantomba maxwellii
1562.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,Philantomba monticola
11999.966,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus natalensis
20399.992,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus niger
13899.846,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus nigrifrons
20000.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus ogilbyi
11999.966,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus rufilatus
17000.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus weynsi
17500.079,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus zebra
380.0,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus ornatus
338.0,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus penduliger
7.0,Animalia,Chordata,Aves,Passeriformes,Remizidae,Cephalopyrus,Cephalopyrus flammiceps
12500.0,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,Cephalorhynchus commersonii
45000.0,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,Cephalorhynchus eutropia
40000.0,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,Cephalorhynchus heavisidii
50000.0,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,Cephalorhynchus hectori
737.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,Cepphus carbo
121.8,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,Cepphus columba
101.3,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,Cepphus grylle
0.2124,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cerapteryx,Cerapteryx graminis
54.8699989318848,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,Cerastoderma edule
11.3595657230248,Animalia,Chordata,Amphibia,Anura,Ceratobatrachidae,Cornufer,Cornufer guentheri
1203.5,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Ceratogymna,Ceratogymna atrata
1293.41872570332,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,Bycanistes brevis
739.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,Bycanistes bucinator
2055.78452178238,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Ceratogymna,Ceratogymna elata
463.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,Bycanistes fistulator
130.0,Animalia,Chordata,Amphibia,Anura,Ceratophryidae,Ceratophrys,Ceratophrys cornuta
737500.0,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum
24.4948974278318,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Cercartetus,Cercartetus caudatus
13.0,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Cercartetus,Cercartetus concinnus
7.0,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Cercartetus,Cercartetus lepidus
24.0,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Cercartetus,Cercartetus nanus
8000.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,Cercocebus agilis
6941.19999999999,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,Cercocebus atys
9610.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,Cercocebus chrysogaster
7066.5,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,Cercocebus sanjei
1937.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,Cercocebus torquatus
56.7494493365354,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cercococcyx,Cercococcyx mechowi
59.5482997238376,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cercococcyx,Cercococcyx montanus
65.4484529992879,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cercococcyx,Cercococcyx olivinus
14.3,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra cinerascens
16.3,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra laeta
18.15,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra manu
19.0,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra melanaria
17.5,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra nigrescens
17.0,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra serva
17.2833333333333,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra tyrannina
20.8,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe familiaris
14.75,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe melanura
16.0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe scotocerca
20.0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Pinarochroa,Pinarochroa sordida
6116.5,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis
3550.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius
4099.964,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus campbelli
3484.978,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus cephus
3550.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus denti
1044.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus diana
6116.5,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis
3075.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus dryas
2500.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus erythrogaster
3918.333,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus erythrotis
6116.5,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis
5375.019,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus lhoesti
3800.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus lowei
5000.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis
1156.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona
5803.345,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus nictitans
2774.981,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus petaurista
3764.957,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus pogonias
5250.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus preussi
4550.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus roloway
3375.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus sclateri
6500.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus solatus
4000.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus wolfi
20.2,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,Erythropygia coryphoeus
20.4,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,Erythropygia coryphoeus
22.7,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,Erythropygia galactotes
19.4,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,Erythropygia hartlaubi
16.5,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,Erythropygia leucophrys
25.45,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,Erythropygia leucosticta
19.7,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,Erythropygia paena
25.35,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Cercotrichas,Cercotrichas podobe
26.1,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,Erythropygia quadrivirgata
0.000165,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon sternalis
3980.0,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cereopsis,Cereopsis novaehollandiae
3.4,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Ceriops,Ceriops tagal
130.0,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cerorhinca,Cerorhinca monocerata
8.06666666666667,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia americana
8.4,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia brachydactyla
10.35,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia discolor
8.8,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia himalayana
9.1,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia hodgsoni
10.35,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia manipurensis
11.1,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia nipalensis
14.95,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Certhiaxis,Certhiaxis cinnamomeus
15.0,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Certhiaxis,Certhiaxis mustelinus
9.75,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Certhidea,Certhidea fusca
32.6,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Calendulauda,Calendulauda albescens
44.0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Certhilauda,Certhilauda benguelensis
41.5,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Certhilauda,Certhilauda brevirostris
38.9711431702997,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Calendulauda,Calendulauda burra
44.1,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Certhilauda,Certhilauda chuana
41.9,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Certhilauda,Certhilauda curvirostris
29.4,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Calendulauda,Calendulauda erythrochlamys
40.45,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Certhilauda,Certhilauda semitorquata
41.9,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Certhilauda,Certhilauda subcoronata
9.9,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Sugomel,Sugomel niger
10.05,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Cissomela,Cissomela pectoralis
26.3,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Certhionyx,Certhionyx variegatus
849999.999999999,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervalces,Cervus latifrons
631999.999999999,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervalces,Cervus scotti
161681.9,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Przewalskium,Przewalskium albirostre
265000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus
143000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus duvaucelii
29852.8116177168,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus
73000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus eldii
53000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa timorensis
171000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa unicolor
152.1666667,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,Megaceryle alcyon
84.4,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceryle,Ceryle rudis
3450000.0,Animalia,Chordata,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,Cetorhinus maximus
7.5,Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,Cettia brunnifrons
9.0,Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,Cettia castaneocoronata
13.3,Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,Cettia cetti
65.9,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Ceuthmochares,Ceuthmochares aereus
65.8,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Ceuthmochares,Ceuthmochares australis
17.9,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx argentatus
34.375,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx azureus
22.7,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx cyanopectus
18.175,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx erithaca
18.0,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx fallax
25.125,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx lepidus
22.875,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx melanurus
13.65,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx pusillus
67.0,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx websteri
26.37,Animalia,Chordata,Amphibia,Anura,Ceratophryidae,Chacophrys,Chacophrys pierottii
19.54,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon aloysiisabaudiae
16.135,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon ansorgei
19.0,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon bemmeleni
15.0,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon bivittatus
10.0,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon chapini
8.1,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon gallagheri
16.3142958781554,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon jobensis
15.69,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon johorensis
14.75,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon major
19.8,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon nigeriae
16.8958648787211,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon plicatus
11.297,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon pusillus
11.1,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon pumilus
16.525,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon russatus
16.98,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon russatus
20.71,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon solomonis
200.0,Animalia,Chordata,Mammalia,Peramelemorphia,Chaeropodidae,Chaeropus,Chaeropus ecaudatus
4.275,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura vauxi
9.50101754814398e-05,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Chaetarthria,Chaetarthria seminulum
31.51,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Chaetocauda,Chaetocauda sichuanensis
6.5,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chaetocercus,Chaetocercus bombus
4.025,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chaetocercus,Chaetocercus mulsant
0.0005,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chaetocnema,Chaetocnema confusa
23.0,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus arenarius
22.03,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus artus
22.0,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus californicus
23.0,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus dalquesti
15.57,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus eremicus
18.7,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus fallax
19.45,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus formosus
23.0,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus goldmani
32.0,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus hispidus
16.5,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus intermedius
23.0,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus lineatus
15.75,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus nelsoni
16.89,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus penicillatus
17.0,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus pernix
16.35,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus spinatus
1299.99,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Chaetomys,Chaetomys subspinosus
2150.008,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chaetophractus,Chaetophractus nationi
4540.043,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chaetophractus,Chaetophractus villosus
53.925,Animalia,Chordata,Aves,Passeriformes,Chaetopidae,Chaetops,Chaetops aurantius
55.0,Animalia,Chordata,Aves,Passeriformes,Chaetopidae,Chaetops,Chaetops frenatus
97.0,Animalia,Chordata,Aves,Passeriformes,Mohoidae,Chaetoptila,Chaetoptila angustipluma
37.2,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Chaetorhynchus,Chaetorhynchus papuensis
18.75,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura brachyura
14.4,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura cinereiventris
14.9,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura egregia
12.6,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura martinica
21.95,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura meridionalis
5.9,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura pelagica
15.7,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura spinicaudus
18.5,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura vauxi
23.85,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura chapmani
9.75,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra adelberti
13.3,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra amethystina
11.5,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra balfouri
11.8,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra hunteri
12.175,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra senegalensis
136.5,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,Chalcophaps indica
136.9833334,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,Chalcophaps longirostris
123.0,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,Chalcophaps stephani
260.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,Chalcopsitta atra
184.75,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,Chalcopsitta cardinalis
190.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,Chalcopsitta sintillata
190.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,Chalcopsitta sintillata
4.78836725833472,Animalia,Chordata,Amphibia,Anura,Ranidae,Chalcorana,Chalcorana chalconota
9.55616099595874,Animalia,Chordata,Amphibia,Anura,Ranidae,Sumaterana,Sumaterana crassiovis
2.29220196609614,Animalia,Chordata,Amphibia,Anura,Ranidae,Chalcorana,Chalcorana parvaccola
