mass_g,kingdom,phylum,class,order,family,genus,species
8.75,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus arcuatus
31.925,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus beddomei
9.7,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus blasii
15.05,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus bocharicus
17.43,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus canuti
12.8,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus capensis
9.8,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus celebensis
15.656,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus clivosus
9.4,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus cognatus
7.2,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus cornutus
9.45,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus darlingi
6.15,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus denti
19.05,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus eloquens
8.15,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus euryale
14.3,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus euryotis
21.061,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum
18.6,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus formosae
12.94,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus fumigatus
12.195,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus guineensis
25.8,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus hildebrandtii
25.99,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus hildebrandtii
18.3355392612271,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus hilli
4.709,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus hipposideros
10.82,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus perditus
13.5,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus inops
6.26,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus keyensis
8.86,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus landeri
5.7,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus lepidus
33.446972957205,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus luctus
13.081,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus maclaudi
6.15,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus macrotis
9.8,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus madurensis
6.7,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus malayanus
27.55,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus mitratus
7.38,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus monoceros
10.91,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus montanus
13.65,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus nereis
8.24,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex
11.755,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pearsonii
10.3198837202751,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus philippinensis
5.7,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pumilus
5.15,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pusillus
11.2,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex
8.5,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus robinsoni
11.787,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rouxii
30.0,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rufus
30.69,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ruwenzorii
8.75,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sedulus
9.61,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus shameli
5.46,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus shortridgei
7.36,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus siamensis
21.23,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus silvestris
6.2,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus keyensis
8.1,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus simulator
11.2,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus
7.9,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus stheno
5.86,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus subbadius
24.25,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus subrufus
7.125,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus swinnyi
8.295,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus thomasi
14.5223964964464,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus trifoliatus
19.7,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus yunanensis
21.0,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus yunanensis
8.767,Animalia,Chordata,Mammalia,Chiroptera,Rhinonycteridae,Rhinonicteris,Rhinonicteris aurantia
90.0,Animalia,Chordata,Amphibia,Anura,Rhinophrynidae,Rhinophrynus,Rhinophrynus dorsalis
6.91,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla alethina
9.57496736286866,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla fischerae
9.55,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio
9086.2,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus avunculus
11000.5,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus bieti
13456.8,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana
3060.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhinoplax,Rhinoplax vigil
27.869,Animalia,Chordata,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma microphyllum
9.14,Animalia,Chordata,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma muscatellum
27.1,Animalia,Chordata,Aves,Bucerotiformes,Phoeniculidae,Rhinopomastus,Rhinopomastus cyanomelas
24.8193472919817,Animalia,Chordata,Aves,Bucerotiformes,Phoeniculidae,Rhinopomastus,Rhinopomastus minor
7060.69720555335,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Rhinoptera,Rhinoptera bonasus
87.5,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Rhinoptilus,Rhinoptilus africanus
164.5,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Rhinoptilus,Rhinoptilus bitorquatus
152.046374504623,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Rhinoptilus,Rhinoptilus chalcopterus
52.35,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Rhinortha,Rhinortha chlorophaea
228.134828555396,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Rhinosciurus,Rhinosciurus laticaudatus
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys austrinus
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys caucensis
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys couesi
87.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys emiliae
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys fulviventer
57.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys latimanus
80.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys leucodactylus
41.6,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys macconnelli
87.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys macrurus
77.5,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys modicus
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys nitela
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys ochrogaster
89.999,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys venezuelae
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys venustus
89.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,Rhipidomys wetzeli
12.95,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albicollis
7.75,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa
13.7,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiventris
12.95,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albogularis
8.5,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albolimbata
10.8,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura atra
11.35,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura aureola
17.5,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura cockerelli
13.7,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura cyaniceps
9.9,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura dahli
11.0,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura dedemi
12.5,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura diluta
10.3,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura drownei
10.2,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura dryas
7.86666666666667,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura fuliginosa
12.5,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura fuscorufa
11.0,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura hyperythra
12.4,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura javanica
20.0,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura leucophrys
22.5,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura leucothorax
18.0,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura maculipectus
12.0,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura malaitae
12.4,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
13.7,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura perlata
7.1,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura phasiana
5.0,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura rufidorsa
10.2,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura rufifrons
14.5,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura rufiventris
13.125,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura samarensis
13.7,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura sauli
10.2,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura semirubra
13.125,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura superciliaris
17.45,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura tenebrosa
11.1,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura teysmanni
17.0,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura threnothorax
2450.0,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Rhizomys,Rhizomys pruinosus
865.0,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Rhizomys,Rhizomys sinensis
866.025403784438,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Rhizomys,Rhizomys sumatrensis
2750.0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon acutus
2698.14751264641,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon oligolinx
7500.0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon porosus
7300.0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon terraenovae
800.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Rhizothera,Rhizothera dulitensis
800.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Rhizothera,Rhizothera longirostris
48.0,Animalia,Chordata,Aves,Passeriformes,Rhodinocichlidae,Rhodinocichla,Rhodinocichla rosea
180574.29741896,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron tashiroi
1076.5,Animalia,Chordata,Aves,Anseriformes,Anatidae,Rhodonessa,Rhodonessa caryophyllacea
38.8,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhodopechys,Rhodopechys alienus
18.15,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Bucanetes,Bucanetes githagineus
21.9,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Bucanetes,Bucanetes mongolicus
25.1,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhodospiza,Rhodospiza obsoleta
38.15,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhodopechys,Rhodopechys sanguineus
38.8,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhodopechys,Rhodopechys sanguineus
52.0,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Telophorus,Telophorus cruentus
3.82099463490856,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Rhodopis,Rhodopis vesper
11.6,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Rhodospingus,Rhodospingus cruentus
60.0,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Rhodothraupis,Rhodothraupis celaeno
3.65,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa minutilla
4.45,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa tumida
4.475,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa aenea
5.37,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa alleni
3.88,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa genowaysi
5.14,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa gracilis
4.475,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa io
2.68,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa mira
4.52719559992718,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa tumida
144.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhombomys,Rhombomys opimus
11.55,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Rhopias,Rhopias gularis
17.85,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Rhopophilus,Rhopophilus pekinensis
26.025,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Rhopornis,Rhopornis ardesiacus
0.00728,Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brevicephala
0.00728,Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila kawamurae
0.00728,Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila kisoensis
0.01,Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila lezeyi
0.00728,Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila nipponica
0.00728,Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila transquilla
2.02379976223521,Animalia,Chordata,Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae
0.514365260578225,Animalia,Chordata,Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton kezeri
3.0,Animalia,Chordata,Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton olympicus
10.9,Animalia,Chordata,Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton variegatus
25.65,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhynchocyclus,Rhynchocyclus brevirostris
23.1,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhynchocyclus,Rhynchocyclus fulvipectus
21.6,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhynchocyclus,Rhynchocyclus olivaceus
25.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhynchocyclus,Rhynchocyclus pacificus
135.0,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,Rhynchocyon chrysopygus
490.004,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,Rhynchocyon cirnei
424.0,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,Rhynchocyon petersi
711.0,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,Rhynchocyon udzungwensis
2500.0,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Rhynchogale,Rhynchogale melleri
21.0,Animalia,Chordata,Mammalia,Paucituberculata,Caenolestidae,Rhyncholestes,Rhyncholestes raphanurus
122.5,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhynchomys,Rhynchomys isarogensis
187.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhynchomys,Rhynchomys soricoides
3.85,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Rhynchonycteris,Rhynchonycteris naso
325.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,Rhynchopsitta pachyrhyncha
442.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,Rhynchopsitta terrisi
150.0,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Rhynchortyx,Rhynchortyx cinctus
25.65,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Rhynchospiza,Rhynchospiza stolzmanni
22.15,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Rhynchospiza,Rhynchospiza strigiceps
30.35,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhynchostruthus,Rhynchostruthus louisae
30.375,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhynchostruthus,Rhynchostruthus percivali
30.375,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhynchostruthus,Rhynchostruthus socotranus
810.0,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Rhynchotus,Rhynchotus maculicollis
810.0,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Rhynchotus,Rhynchotus rufescens
860.0,Animalia,Chordata,Aves,Eurypygiformes,Rhynochetidae,Rhynochetos,Rhynochetos jubatus
725.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,Rhyticeros narcondami
1737.5,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,Rhyticeros plicatus
1803.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,Rhyticeros subruficollis
2214.5,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,Rhyticeros undulatus
36.8,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhytipterna,Rhytipterna holerythra
27.45,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhytipterna,Rhytipterna immunda
32.4,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhytipterna,Rhytipterna simplex
175.4,Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,Rigidipenna,Rigidipenna inexpectata
19.5,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Rimator,Rimator albostriatus
19.5,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Rimator,Rimator malacoptilus
19.5,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Rimator,Rimator pasquieri
12.15,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia chinensis
22.8677720821247,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia cincta
13.4,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia diluta
12.2743635272873,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia paludicola
3.65,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia
0.0652,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Riptortus,Riptortus pedestris
97.75,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,Rissa brevirostris
101.756959450391,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,Rissa tridactyla
0.0008326951782702,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Robertus,Robertus insignis
61.0,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Robsonius,Robsonius rabori
248.5,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Rollandia,Rollandia rolland
224.5,Animalia,Chordata,Aves,Galliformes,Phasianidae,Rollulus,Rollulus rouloul
900.0,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,Romaleon antennarium
307.0,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,Romaleon setosum
476.65,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Romerolagus,Romerolagus diazi
15.9,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Roraimia,Roraimia adusta
127.0,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,Rostratula,Rostratula australis
424.5,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Helicolestes,Helicolestes hamatus
94.5,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis
812.403840463596,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Rostroraja,Rostroraja texana
34.0,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rougetius,Rougetius rougetii
132.238666663306,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus
82.389720232563,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus amplexicaudatus
123.22,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Boneia,Boneia bidens
56.3,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus celebensis
146.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus
103.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Stenonycteris,Stenonycteris lanosus
108.25,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii
97.1,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii
62.1,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus madagascariensis
44.1,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus obliviosus
90.75,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus spinalatus
29.3,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus flaviventris
143000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus duvaucelii
73000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus eldii
110000.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus schomburgki
13000.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rungwecebus,Rungwecebus kipunji
30000.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra pyrenaica
8624.09415533018,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra
263.666666666667,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,Rupicola peruvianus
242.5,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,Rupicola peruvianus
195.0,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,Rupicola rupicola
