"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Cnemaspis","Cnemaspis jacobsoni","Cnemaspis_jacobsoni","Cnemaspis jacobsoni",0.0110264042280435,0.709,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis jerdonii","Cnemaspis_jerdonii","Cnemaspis jerdonii",0.0106438711443506,1.877,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kallima","Cnemaspis_kallima","Cnemaspis kallima",0.0169070174590581,1.079,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kamolnorranathi","Cnemaspis_kamolnorranathi","Cnemaspis kamolnorranathi",0.000334201233808965,1.3,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kandambyi","Cnemaspis_kandambyi","Cnemaspis kandambyi",0,0.354,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kandiana","Cnemaspis_kandiana","Cnemaspis kandiana",0.755697628784946,2.298,"Feldman_etal_2016; Meiri_2018; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis karsticola","Cnemaspis_karsticola","Cnemaspis karsticola",0.00449333754727432,2.513,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kendallii","Cnemaspis_kendallii","Cnemaspis kendallii",0.327543443318388,7.572,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",97,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis koehleri","Cnemaspis_koehleri","Cnemaspis koehleri",0.00170281426522151,2.806,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kolhapurensis","Cnemaspis_kolhapurensis","Cnemaspis kolhapurensis",0.00378354773012685,1.607,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kottiyoorensis","Cnemaspis_kottiyoorensis","Cnemaspis kottiyoorensis",0.000765726584327176,1.702,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kumarasinghei","Cnemaspis_kumarasinghei","Cnemaspis kumarasinghei",0.00436480540245011,0.796,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis kumpoli","Cnemaspis_kumpoli","Cnemaspis kumpoli",0.00171738932393345,5.31,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",97,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis laoensis","Cnemaspis_laoensis","Cnemaspis laoensis",0.00378354773012685,1.607,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis latha","Cnemaspis_latha","Cnemaspis latha",0.00738195362259953,0.706,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis leucura","Cnemaspis_leucura","Cnemaspis leucura",0,5.251,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis limi","Cnemaspis_limi","Cnemaspis limi",0.00167358388956604,14.28,"Cai_etal_2025; Feldman_etal_2016; Meiri_2018",3,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis lineogularis","Cnemaspis_lineogularis","Cnemaspis lineogularis",0,1.318,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis littoralis","Cnemaspis_littoralis","Cnemaspis littoralis",0.00305075150461881,0.9965,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis mahsuriae","Cnemaspis_mahsuriae","Cnemaspis mahsuriae",0,1.188,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis mcguirei","Cnemaspis_mcguirei","Cnemaspis mcguirei",0.00369614555996382,5.875,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis menikay","Cnemaspis_menikay","Cnemaspis menikay",0.0245681914907371,0.5835,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis minang","Cnemaspis_minang","Cnemaspis minang",0,0.771,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis modiglianii","Cnemaspis_modiglianii","Cnemaspis modiglianii",0.0216486269624679,0.923,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis molligodai","Cnemaspis_molligodai","Cnemaspis molligodai",0.0177287669604316,0.6125,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis monachorum","Cnemaspis_monachorum","Cnemaspis monachorum",0.0169070174590581,1.079,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis monticola","Cnemaspis_monticola","Cnemaspis monticola",0,0.9,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis mumpuniae","Cnemaspis_mumpuniae","Cnemaspis mumpuniae",0.00405254401119688,4.822,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis mysoriensis","Cnemaspis_mysoriensis","Cnemaspis mysoriensis",0.00738195362259953,0.706,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis nairi","Cnemaspis_nairi","Cnemaspis nairi",0.00546289570150209,1.988,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis narathiwatensis","Cnemaspis_narathiwatensis","Cnemaspis narathiwatensis",0.00471210208781356,3.318,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis neangthyi","Cnemaspis_neangthyi","Cnemaspis neangthyi",0.00298827657364673,3.488,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis nigridia","Cnemaspis_nigridia","Cnemaspis nigridia",0.00037748327617975,13.81,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis nilagirica","Cnemaspis_nilagirica","Cnemaspis nilagirica",0.00705394391323132,1.785,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis niyomwanae","Cnemaspis_niyomwanae","Cnemaspis niyomwanae",0.000325843067857568,3.998,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis nuicamensis","Cnemaspis_nuicamensis","Cnemaspis nuicamensis",0.00689370794790046,2.52,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis occidentalis","Cnemaspis_occidentalis","Cnemaspis occidentalis",0.00389116623691048,4.018,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis omari","Cnemaspis_omari","Cnemaspis omari",0.0108643951640192,1.679,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis ornata","Cnemaspis_ornata","Cnemaspis ornata",0.00499978237969763,3.822,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis otai","Cnemaspis_otai","Cnemaspis otai",0.0180760636457951,0.817,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis pagai","Cnemaspis_pagai","Cnemaspis pagai",0,0.813,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis paripari","Cnemaspis_paripari","Cnemaspis paripari",0.00313355907459362,2.91,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis pava","Cnemaspis_pava","Cnemaspis pava",0.0136762229492347,0.9845,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis pemanggilensis","Cnemaspis_pemanggilensis","Cnemaspis pemanggilensis",0.00155870775448746,8.916,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis peninsularis","Cnemaspis_peninsularis","Cnemaspis peninsularis",0.00464490504576363,4.675,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis perhentianensis","Cnemaspis_perhentianensis","Cnemaspis perhentianensis",0.000543207677952213,2.398,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis petrodroma","Cnemaspis_petrodroma","Cnemaspis petrodroma",0.0033476302208212,5.578,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis phangngaensis","Cnemaspis_phangngaensis","Cnemaspis phangngaensis",0,1.737,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis phillipsi","Cnemaspis_phillipsi","Cnemaspis phillipsi",0.00436480540245011,1.194,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis phuketensis","Cnemaspis_phuketensis","Cnemaspis phuketensis",0.0218781088604907,0.6155,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis podihuna","Cnemaspis_podihuna","Cnemaspis podihuna",0.00700490156865843,0.496,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis pseudomcguirei","Cnemaspis_pseudomcguirei","Cnemaspis pseudomcguirei",0.0012080521889681,1.797,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis psychedelica","Cnemaspis_psychedelica","Cnemaspis psychedelica",0.000299410202761088,8.703,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis pulchra","Cnemaspis_pulchra","Cnemaspis pulchra",0.00656376950238824,0.9925,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis punctata","Cnemaspis_punctata","Cnemaspis punctata",0.0117818305481068,1.216,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis punctatonuchalis","Cnemaspis_punctatonuchalis","Cnemaspis punctatonuchalis",0.00798329149875073,2.774,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis purnamai","Cnemaspis_purnamai","Cnemaspis purnamai",0,3.494,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis quattuorseriata","Cnemaspis_quattuorseriata","Cnemaspis quattuorseriata",0.000206757672033329,2.101,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis rajabasa","Cnemaspis_rajabasa","Cnemaspis rajabasa",0,4.377,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis rajakarunai","Cnemaspis_rajakarunai","Cnemaspis rajakarunai",0,1.529,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis rammalensis","Cnemaspis_rammalensis","Cnemaspis rammalensis",0.00520575557867495,3.42,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis retigalensis","Cnemaspis_retigalensis","Cnemaspis retigalensis",0.0264748955316219,0.722,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis roticanai","Cnemaspis_roticanai","Cnemaspis roticanai",0.00546289570150209,2.385,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis samanalensis","Cnemaspis_samanalensis","Cnemaspis samanalensis",0.0101396313508799,1.285,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis scalpensis","Cnemaspis_scalpensis","Cnemaspis scalpensis",0.0117818305481068,1.216,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis selamatkanmerapoh","Cnemaspis_selamatkanmerapoh","Cnemaspis selamatkanmerapoh",0.000456911648566186,1.901,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis shahruli","Cnemaspis_shahruli","Cnemaspis shahruli",0.00766744095253569,1.19,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis siamensis","Cnemaspis_siamensis","Cnemaspis siamensis",0.00935089706882479,1.719,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis silvula","Cnemaspis_silvula","Cnemaspis silvula",0.020203386088287,1.075,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis sisparensis","Cnemaspis_anaikattiensis","Cnemaspis anaikattiensis; Cnemaspis sisparensis",0.00185090642280267,4.988,"Feldman_etal_2016; Meiri_2018",4,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",98,"SYNONYM","Gekkonidae",NA,TRUE
"Cnemaspis","Cnemaspis spinicollis","Cnemaspis_spinicollis","Cnemaspis spinicollis",0.00507676372895072,3.679,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis stongensis","Cnemaspis_stongensis","Cnemaspis stongensis",0.00064292311061098,2.702,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis sundagekko","Cnemaspis_sundagekko","Cnemaspis sundagekko",0.00197856598208778,6.585,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis sundainsula","Cnemaspis_sundainsula","Cnemaspis sundainsula",0.0011233790684382,11.98,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis tapanuli","Cnemaspis_tapanuli","Cnemaspis tapanuli",0,0.827,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis temiah","Cnemaspis_temiah","Cnemaspis temiah",0.00750960177874554,1.388,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis thachanaensis","Cnemaspis_thachanaensis","Cnemaspis thachanaensis",0,1.416,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis timoriensis","Cnemaspis_timoriensis","Cnemaspis timoriensis",0.020203386088287,1.075,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis tropidogaster","Cnemaspis_tropidogaster","Cnemaspis tropidogaster",0.764140535940829,3.575,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis tucdupensis","Cnemaspis_tucdupensis","Cnemaspis tucdupensis",0.00451105712361786,2.984,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis upendrai","Cnemaspis_clivicola","Cnemaspis clivicola; Cnemaspis upendrai",0.00531514250692334,1.474,"Feldman_etal_2016; Meiri_2018",4,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",98,"SYNONYM","Gekkonidae",NA,TRUE
"Cnemaspis","Cnemaspis uzungwae","Cnemaspis_uzungwae","Cnemaspis uzungwae",0.00518051250378031,1.509,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis vandeventeri","Cnemaspis_vandeventeri","Cnemaspis vandeventeri",0.00772006676076768,2.082,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis whittenorum","Cnemaspis_whittenorum","Cnemaspis whittenorum",0.0107238653917731,0.81,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis wicksi","Cnemaspis_wicksi","Cnemaspis wicksi",0.00503744069161397,0.6035,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis wynadensis","Cnemaspis_wynadensis","Cnemaspis wynadensis",0.0120925069201103,1.724,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemaspis","Cnemaspis yercaudensis","Cnemaspis_yercaudensis","Cnemaspis yercaudensis",0.222065842588587,0.5335,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","GBIF",99,"ACCEPTED","Gekkonidae",NA,FALSE
"Cnemathraupis","Cnemathraupis aureodorsalis","Buthraupis_aureodorsalis","Buthraupis aureodorsalis",0,85,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","GBIF",98,"SYNONYM","Thraupidae","Passeriformes",TRUE
"Cnemathraupis","Cnemathraupis eximia","Buthraupis_eximia","Buthraupis eximia",0,62.7,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","GBIF",98,"SYNONYM","Thraupidae","Passeriformes",TRUE
